Age,EducationNum,MaritalStatus,Occupation,Relationship,Race,Gender,Hours/Week,Country,Income
20,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Vietnam,<=50K
84,9,Widowed,Exec-managerial,Not-in-family,White,Female,33,United-States,<=50K
40,10,Divorced,Craft-repair,Other-relative,White,Male,50,United-States,<=50K
37,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
44,10,Divorced,Transport-moving,Own-child,White,Male,40,United-States,<=50K
47,10,Divorced,Exec-managerial,Unmarried,White,Female,40,Germany,<=50K
62,10,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,<=50K
19,10,Never-married,?,Own-child,White,Female,40,United-States,<=50K
47,9,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
44,9,Divorced,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K
26,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,41,United-States,<=50K
36,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
52,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
33,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
48,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
33,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
25,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,<=50K
62,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
38,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
46,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,65,United-States,<=50K
18,10,Never-married,?,Own-child,White,Female,40,United-States,<=50K
46,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K
38,9,Divorced,Other-service,Unmarried,White,Female,70,United-States,<=50K
52,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
63,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,United-States,<=50K
49,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,<=50K
17,7,Never-married,Adm-clerical,Own-child,White,Female,12,United-States,<=50K
33,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K
70,9,Widowed,Other-service,Other-relative,White,Female,20,United-States,<=50K
19,10,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K
27,9,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K
61,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
33,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K
46,13,Married-civ-spouse,Sales,Husband,White,Male,42,?,>50K
29,6,Separated,Farming-fishing,Unmarried,White,Female,40,Guatemala,<=50K
40,10,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K
43,9,Married-civ-spouse,Transport-moving,Husband,White,Male,38,United-States,>50K
24,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
29,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
61,9,Married-civ-spouse,Other-service,Wife,Black,Female,17,United-States,<=50K
48,7,Divorced,Other-service,Not-in-family,White,Female,34,United-States,<=50K
19,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
30,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
24,10,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K
39,14,Never-married,Prof-specialty,Unmarried,White,Female,43,United-States,<=50K
46,10,Divorced,Exec-managerial,Unmarried,White,Female,60,United-States,<=50K
40,9,Married-civ-spouse,Sales,Husband,White,Male,72,United-States,>50K
27,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
25,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
31,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
58,13,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
33,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,42,Canada,>50K
40,9,Widowed,Other-service,Unmarried,White,Female,25,United-States,<=50K
40,14,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,>50K
31,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
33,9,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,48,China,<=50K
49,12,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K
24,11,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K
46,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
58,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
20,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
65,9,Widowed,?,Unmarried,White,Male,40,United-States,<=50K
43,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
48,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,India,<=50K
41,10,Married-civ-spouse,Transport-moving,Husband,White,Male,54,United-States,<=50K
27,10,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K
52,10,Married-civ-spouse,?,Husband,White,Male,12,United-States,<=50K
26,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,60,?,<=50K
52,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
52,10,Divorced,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K
19,9,Never-married,Other-service,Own-child,Black,Male,30,United-States,<=50K
39,10,Divorced,Prof-specialty,Own-child,White,Female,45,United-States,<=50K
47,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
27,9,Divorced,Craft-repair,Other-relative,Other,Male,40,United-States,<=50K
48,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
50,9,Separated,Other-service,Unmarried,White,Female,35,United-States,<=50K
60,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
28,12,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
47,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
69,13,Married-civ-spouse,?,Husband,White,Male,20,United-States,<=50K
40,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,66,South,<=50K
37,9,Never-married,Handlers-cleaners,Unmarried,White,Female,40,Nicaragua,<=50K
41,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
38,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,48,Trinadad&Tobago,<=50K
46,11,Separated,Tech-support,Not-in-family,Other,Female,30,United-States,<=50K
21,10,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,<=50K
44,14,Separated,Sales,Unmarried,White,Female,48,United-States,<=50K
38,6,Separated,?,Own-child,White,Male,35,United-States,<=50K
47,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K
42,16,Married-spouse-absent,Other-service,Not-in-family,White,Male,60,?,>50K
42,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
56,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K
32,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
24,13,Married-civ-spouse,Other-service,Husband,White,Male,33,United-States,<=50K
26,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
36,13,Never-married,Sales,Not-in-family,Black,Female,50,United-States,<=50K
49,7,Never-married,Other-service,Not-in-family,White,Male,60,United-States,<=50K
65,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
73,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,40,United-States,<=50K
34,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
22,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
49,10,Never-married,Other-service,Unmarried,White,Female,30,United-States,<=50K
25,7,Never-married,Other-service,Unmarried,Black,Female,32,United-States,<=50K
39,5,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,<=50K
19,7,Never-married,Craft-repair,Not-in-family,White,Male,56,United-States,<=50K
24,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
34,9,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K
35,9,Widowed,?,Own-child,White,Female,38,United-States,<=50K
21,9,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K
43,14,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
35,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,28,?,<=50K
39,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
48,13,Married-civ-spouse,?,Husband,White,Male,80,United-States,>50K
33,12,Never-married,Other-service,Not-in-family,Black,Male,32,United-States,<=50K
19,10,Never-married,Other-service,Own-child,White,Female,26,United-States,<=50K
17,6,Never-married,Sales,Unmarried,White,Female,12,United-States,<=50K
43,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
62,9,Widowed,Adm-clerical,Not-in-family,White,Female,42,United-States,<=50K
53,14,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K
45,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
47,9,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
30,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K
53,9,Separated,Sales,Not-in-family,White,Female,33,United-States,<=50K
24,9,Separated,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K
41,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
58,3,Divorced,Other-service,Other-relative,Black,Female,40,Haiti,<=50K
27,9,Divorced,Adm-clerical,Not-in-family,White,Male,50,United-States,<=50K
63,9,Divorced,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
50,10,Divorced,Other-service,Own-child,White,Male,28,United-States,<=50K
43,14,Never-married,Tech-support,Not-in-family,Black,Female,47,United-States,>50K
29,10,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
41,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
55,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
36,9,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
23,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
22,13,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,>50K
58,10,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
25,7,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K
40,9,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,<=50K
38,11,Never-married,Prof-specialty,Not-in-family,White,Female,39,United-States,<=50K
37,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
19,10,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K
55,6,Never-married,Other-service,Not-in-family,White,Male,29,United-States,<=50K
55,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
28,13,Never-married,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K
53,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,El-Salvador,<=50K
32,9,Married-civ-spouse,?,Husband,White,Male,40,?,<=50K
60,10,Divorced,Prof-specialty,Unmarried,White,Male,42,United-States,<=50K
32,10,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K
34,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
49,10,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K
21,10,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K
24,13,Never-married,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K
53,11,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
29,11,Married-civ-spouse,Other-service,Husband,White,Male,40,?,<=50K
34,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
52,15,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,<=50K
41,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,Mexico,<=50K
21,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
43,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K
31,9,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K
38,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
62,13,Never-married,Farming-fishing,Not-in-family,White,Male,30,United-States,<=50K
51,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
30,9,Never-married,Sales,Unmarried,Black,Female,25,United-States,<=50K
24,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
36,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
57,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
46,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
33,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
42,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K
62,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
64,10,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,<=50K
18,10,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K
43,3,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,35,Mexico,<=50K
62,4,Widowed,Other-service,Not-in-family,White,Female,66,United-States,<=50K
29,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
43,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,Haiti,>50K
39,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
69,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K
34,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
44,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
25,13,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,<=50K
47,10,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K
17,6,Never-married,Other-service,Own-child,White,Male,8,United-States,<=50K
41,13,Divorced,Prof-specialty,Unmarried,White,Male,65,United-States,<=50K
19,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
57,2,Married-civ-spouse,Other-service,Husband,Other,Male,40,Dominican-Republic,<=50K
25,9,Never-married,Adm-clerical,Unmarried,Black,Male,35,United-States,<=50K
37,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Canada,>50K
29,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
32,10,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K
35,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
52,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
41,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,Peru,<=50K
29,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,38,El-Salvador,<=50K
23,14,Never-married,Prof-specialty,Own-child,White,Female,36,United-States,<=50K
31,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
40,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
19,9,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
21,10,Never-married,Transport-moving,Own-child,White,Male,10,United-States,<=50K
37,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K
49,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K
64,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
37,11,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K
70,13,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States,>50K
22,6,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,United-States,<=50K
29,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Germany,<=50K
37,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
29,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
38,7,Divorced,Machine-op-inspct,Not-in-family,White,Male,65,United-States,<=50K
27,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
58,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,United-States,>50K
60,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
20,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,<=50K
51,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
37,5,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,<=50K
22,8,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
56,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
26,13,Married-civ-spouse,Sales,Wife,White,Female,42,United-States,>50K
19,10,Separated,Sales,Unmarried,White,Female,25,United-States,<=50K
37,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,<=50K
